transferor_loan_number,due_date,scheduled_amount,received_on,received_amount
TR-0000039,2025-01-01,4868.61,2024-12-29,4868.61
TR-0000039,2025-02-01,4868.61,2025-01-31,4868.61
TR-0000039,2025-03-01,4868.61,2025-03-08,4868.61
TR-0000039,2025-04-01,4868.61,2025-04-10,4868.61
TR-0000039,2025-05-01,4868.61,2025-05-12,4868.61
TR-0000039,2025-06-01,4868.61,2025-06-06,4868.61
TR-0000039,2025-07-01,4868.61,2025-07-01,4868.61
TR-0000039,2025-08-01,4868.61,2025-08-01,4868.61
TR-0000039,2025-09-01,4868.61,2025-09-01,4868.61
TR-0000039,2025-10-01,4868.61,2025-10-06,4868.61
TR-0000039,2025-11-01,4868.61,2025-11-08,4868.61
TR-0000039,2025-12-01,4868.61,2025-12-07,4868.61
TR-0000039,2026-01-01,4868.61,2025-12-29,4868.61
TR-0000039,2026-02-01,4868.61,2026-02-04,4868.61
TR-0000039,2026-03-01,4868.61,2026-03-13,4868.61
TR-0000039,2026-04-01,4868.61,2026-04-12,4868.61
TR-0000039,2026-05-01,4868.61,2026-05-10,4868.61
TR-0000039,2026-06-01,4868.61,2026-06-03,4868.61
TR-0000039,2026-07-01,4868.61,2026-07-12,4868.61
TR-0000039,2026-08-01,4868.61,2026-08-09,4868.61
TR-0000039,2026-09-01,4868.61,2026-09-13,4868.61
TR-0000039,2026-10-01,4868.61,,
TR-0000040,2024-11-01,6245.32,2024-11-11,6245.32
TR-0000040,2024-12-01,6245.32,2024-11-29,6245.32
TR-0000040,2025-01-01,6245.32,2025-01-05,6245.32
TR-0000040,2025-02-01,6245.32,2025-02-04,6245.32
TR-0000040,2025-03-01,6245.32,2025-03-12,6245.32
TR-0000040,2025-04-01,6245.32,2025-03-30,6245.32
TR-0000040,2025-05-01,6245.32,2025-05-05,6245.32
TR-0000040,2025-06-01,6245.32,2025-06-09,6245.32
TR-0000040,2025-07-01,6245.32,2025-07-01,6245.32
TR-0000040,2025-08-01,6245.32,2025-08-05,6245.32
TR-0000040,2025-09-01,6245.32,2025-09-09,6245.32
TR-0000040,2025-10-01,6245.32,2025-10-03,6245.32
TR-0000040,2025-11-01,6245.32,2025-11-07,6245.32
TR-0000040,2025-12-01,6245.32,2025-12-03,6245.32
TR-0000040,2026-01-01,6245.32,2025-12-31,6245.32
TR-0000040,2026-02-01,6245.32,2026-01-30,6245.32
TR-0000040,2026-03-01,6245.32,2026-03-09,6245.32
TR-0000040,2026-04-01,6245.32,2026-04-07,6245.32
TR-0000040,2026-05-01,6245.32,2026-05-08,6245.32
TR-0000040,2026-06-01,6245.32,2026-06-10,6245.32
TR-0000040,2026-07-01,6245.32,2026-07-09,6245.32
TR-0000040,2026-08-01,6245.32,2026-08-04,6245.32
TR-0000040,2026-09-01,6245.32,2026-09-10,6245.32
TR-0000040,2026-10-01,6245.32,,
TR-0000041,2024-11-01,3677.94,2024-11-08,3677.94
TR-0000041,2024-12-01,3677.94,2024-12-12,3677.94
TR-0000041,2025-01-01,3677.94,2025-01-03,3677.94
TR-0000041,2025-02-01,3677.94,2025-02-11,3677.94
TR-0000041,2025-03-01,3677.94,2025-03-10,3677.94
TR-0000041,2025-04-01,3677.94,2025-04-09,3677.94
TR-0000041,2025-05-01,3677.94,2025-05-01,3677.94
TR-0000041,2025-06-01,3677.94,2025-06-09,3677.94
TR-0000041,2025-07-01,3677.94,2025-07-11,3677.94
TR-0000041,2025-08-01,3677.94,2025-08-10,3677.94
TR-0000041,2025-09-01,3677.94,2025-09-04,3677.94
TR-0000041,2025-10-01,3677.94,2025-10-07,3677.94
TR-0000041,2025-11-01,3677.94,2025-11-12,3677.94
TR-0000041,2025-12-01,3677.94,2025-12-10,3677.94
TR-0000041,2026-01-01,3677.94,2026-01-08,3677.94
TR-0000041,2026-02-01,3677.94,2026-02-05,3677.94
TR-0000041,2026-03-01,3677.94,2026-02-28,3677.94
TR-0000041,2026-04-01,3677.94,2026-04-01,3677.94
TR-0000041,2026-05-01,3677.94,2026-05-01,3677.94
TR-0000041,2026-06-01,3677.94,2026-06-03,3677.94
TR-0000041,2026-07-01,3677.94,2026-07-12,3677.94
TR-0000041,2026-08-01,3677.94,2026-08-11,3677.94
TR-0000041,2026-09-01,3677.94,2026-09-05,3677.94
TR-0000041,2026-10-01,3677.94,,
TR-0000042,2024-11-01,5057.82,2024-10-30,5057.82
TR-0000042,2024-12-01,5057.82,2024-11-28,5057.82
TR-0000042,2025-01-01,5057.82,2024-12-31,5057.82
TR-0000042,2025-02-01,5057.82,2025-01-29,5057.82
TR-0000042,2025-03-01,5057.82,2025-03-09,5057.82
TR-0000042,2025-04-01,5057.82,2025-03-29,5057.82
TR-0000042,2025-05-01,5057.82,2025-05-08,5057.82
TR-0000042,2025-06-01,5057.82,2025-06-04,5057.82
TR-0000042,2025-07-01,5057.82,2025-07-12,5057.82
TR-0000042,2025-08-01,5057.82,2025-08-12,5057.82
TR-0000042,2025-09-01,5057.82,2025-09-03,5057.82
TR-0000042,2025-10-01,5057.82,2025-10-02,5057.82
TR-0000042,2025-11-01,5057.82,2025-11-09,5057.82
TR-0000042,2025-12-01,5057.82,2025-12-11,5057.82
TR-0000042,2026-01-01,5057.82,2026-01-07,5057.82
TR-0000042,2026-02-01,5057.82,2026-02-09,5057.82
TR-0000042,2026-03-01,5057.82,2026-03-10,5057.82
TR-0000042,2026-04-01,5057.82,2026-04-01,5057.82
TR-0000042,2026-05-01,5057.82,2026-05-12,5057.82
TR-0000042,2026-06-01,5057.82,2026-06-01,5057.82
TR-0000042,2026-07-01,5057.82,2026-07-11,5057.82
TR-0000042,2026-08-01,5057.82,2026-08-12,5057.82
TR-0000042,2026-09-01,5057.82,2026-09-08,5057.82
TR-0000042,2026-10-01,5057.82,,
TR-0000043,2024-11-01,2757.45,2024-11-13,2757.45
TR-0000043,2024-12-01,2757.45,2024-12-08,2757.45
TR-0000043,2025-01-01,2757.45,2025-01-08,2757.45
TR-0000043,2025-02-01,2757.45,2025-02-06,2757.45
TR-0000043,2025-03-01,2757.45,2025-03-12,2757.45
TR-0000043,2025-04-01,2757.45,2025-04-10,2757.45
TR-0000043,2025-05-01,2757.45,2025-05-12,2757.45
TR-0000043,2025-06-01,2757.45,2025-06-04,2757.45
TR-0000043,2025-07-01,2757.45,2025-07-11,2757.45
TR-0000043,2025-08-01,2757.45,2025-07-29,2757.45
TR-0000043,2025-09-01,2757.45,2025-09-13,2757.45
TR-0000043,2025-10-01,2757.45,2025-10-12,2757.45
TR-0000043,2025-11-01,2757.45,2025-10-30,2757.45
TR-0000043,2025-12-01,2757.45,2025-12-13,2757.45
TR-0000043,2026-01-01,2757.45,2025-12-30,2757.45
TR-0000043,2026-02-01,2757.45,2026-02-05,2757.45
TR-0000043,2026-03-01,2757.45,2026-03-02,2757.45
TR-0000043,2026-04-01,2757.45,2026-04-05,2757.45
TR-0000043,2026-05-01,2757.45,2026-04-30,2757.45
TR-0000043,2026-06-01,2757.45,2026-06-09,2757.45
TR-0000043,2026-07-01,2757.45,2026-06-30,2757.45
TR-0000043,2026-08-01,2757.45,2026-07-30,2757.45
TR-0000043,2026-09-01,2757.45,2026-09-02,2757.45
TR-0000043,2026-10-01,2757.45,,
TR-0000044,2024-11-01,3548.12,2024-11-09,3548.12
TR-0000044,2024-12-01,3548.12,2024-12-09,3548.12
TR-0000044,2025-01-01,3548.12,2025-01-05,3548.12
TR-0000044,2025-02-01,3548.12,2025-02-09,3548.12
TR-0000044,2025-03-01,3548.12,2025-03-04,3548.12
TR-0000044,2025-04-01,3548.12,2025-04-06,3548.12
TR-0000044,2025-05-01,3548.12,2025-05-03,3548.12
TR-0000044,2025-06-01,3548.12,2025-06-11,3548.12
TR-0000044,2025-07-01,3548.12,2025-07-09,3548.12
TR-0000044,2025-08-01,3548.12,2025-08-03,3548.12
TR-0000044,2025-09-01,3548.12,2025-09-10,3548.12
TR-0000044,2025-10-01,3548.12,2025-10-06,3548.12
TR-0000044,2025-11-01,3548.12,2025-11-03,3548.12
TR-0000044,2025-12-01,3548.12,2025-12-03,3548.12
TR-0000044,2026-01-01,3548.12,2025-12-29,3548.12
TR-0000044,2026-02-01,3548.12,2026-02-13,3548.12
TR-0000044,2026-03-01,3548.12,2026-02-28,3548.12
TR-0000044,2026-04-01,3548.12,2026-04-08,3548.12
TR-0000044,2026-05-01,3548.12,2026-04-29,3548.12
TR-0000044,2026-06-01,3548.12,2026-06-12,3548.12
TR-0000044,2026-07-01,3548.12,2026-07-09,3548.12
TR-0000044,2026-08-01,3548.12,2026-08-06,3548.12
TR-0000044,2026-09-01,3548.12,,
TR-0000044,2026-10-01,3548.12,,
TR-0000045,2024-11-01,2422.74,2024-11-01,2422.74
TR-0000045,2024-12-01,2422.74,2024-12-13,2422.74
TR-0000045,2025-01-01,2422.74,2025-01-01,2422.74
TR-0000045,2025-02-01,2422.74,2025-02-04,2422.74
TR-0000045,2025-03-01,2422.74,2025-03-07,2422.74
TR-0000045,2025-04-01,2422.74,2025-04-01,2422.74
TR-0000045,2025-05-01,2422.74,2025-05-01,2422.74
TR-0000045,2025-06-01,2422.74,2025-06-02,2422.74
TR-0000045,2025-07-01,2422.74,2025-07-06,2422.74
TR-0000045,2025-08-01,2422.74,2025-08-09,2422.74
TR-0000045,2025-09-01,2422.74,2025-09-13,2422.74
TR-0000045,2025-10-01,2422.74,2025-10-02,2422.74
TR-0000045,2025-11-01,2422.74,2025-11-10,2422.74
TR-0000045,2025-12-01,2422.74,2025-12-04,2422.74
TR-0000045,2026-01-01,2422.74,2026-01-10,2422.74
TR-0000045,2026-02-01,2422.74,2026-02-03,2422.74
TR-0000045,2026-03-01,2422.74,2026-02-27,2422.74
TR-0000045,2026-04-01,2422.74,2026-03-29,2422.74
TR-0000045,2026-05-01,2422.74,2026-04-28,2422.74
TR-0000045,2026-06-01,2422.74,2026-06-13,2422.74
TR-0000045,2026-07-01,2422.74,2026-07-01,2422.74
TR-0000045,2026-08-01,2422.74,2026-08-12,2422.74
TR-0000045,2026-09-01,2422.74,2026-09-08,2422.74
TR-0000045,2026-10-01,2422.74,,
TR-0000046,2024-11-01,4062.94,2024-10-31,4062.94
TR-0000046,2024-12-01,4062.94,2024-12-13,4062.94
TR-0000046,2025-01-01,4062.94,2024-12-30,4062.94
TR-0000046,2025-02-01,4062.94,2025-02-11,4062.94
TR-0000046,2025-03-01,4062.94,2025-03-08,4062.94
TR-0000046,2025-04-01,4062.94,2025-04-01,4062.94
TR-0000046,2025-05-01,4062.94,2025-05-11,4062.94
TR-0000046,2025-06-01,4062.94,2025-06-09,4062.94
TR-0000046,2025-07-01,4062.94,2025-07-11,4062.94
TR-0000046,2025-08-01,4062.94,2025-07-29,4062.94
TR-0000046,2025-09-01,4062.94,2025-08-30,4062.94
TR-0000046,2025-10-01,4062.94,2025-10-06,4062.94
TR-0000046,2025-11-01,4062.94,2025-11-12,4062.94
TR-0000046,2025-12-01,4062.94,2025-12-06,4062.94
TR-0000046,2026-01-01,4062.94,2026-01-13,4062.94
TR-0000046,2026-02-01,4062.94,2026-02-06,4062.94
TR-0000046,2026-03-01,4062.94,2026-03-02,4062.94
TR-0000046,2026-04-01,4062.94,2026-04-02,4062.94
TR-0000046,2026-05-01,4062.94,2026-05-07,4062.94
TR-0000046,2026-06-01,4062.94,2026-05-29,4062.94
TR-0000046,2026-07-01,4062.94,2026-07-05,4062.94
TR-0000046,2026-08-01,4062.94,2026-08-05,4062.94
TR-0000046,2026-09-01,4062.94,2026-09-08,4062.94
TR-0000046,2026-10-01,4062.94,,
TR-0000047,2024-11-01,3040.63,2024-10-31,3040.63
TR-0000047,2024-12-01,3040.63,2024-12-11,3040.63
TR-0000047,2025-01-01,3040.63,2025-01-07,3040.63
TR-0000047,2025-02-01,3040.63,2025-02-02,3040.63
TR-0000047,2025-03-01,3040.63,2025-03-08,3040.63
TR-0000047,2025-04-01,3040.63,2025-04-03,3040.63
TR-0000047,2025-05-01,3040.63,2025-05-12,3040.63
TR-0000047,2025-06-01,3040.63,2025-06-09,3040.63
TR-0000047,2025-07-01,3040.63,2025-07-08,3040.63
TR-0000047,2025-08-01,3040.63,2025-08-07,3040.63
TR-0000047,2025-09-01,3040.63,2025-09-04,3040.63
TR-0000047,2025-10-01,3040.63,2025-10-07,3040.63
TR-0000047,2025-11-01,3040.63,2025-11-13,3040.63
TR-0000047,2025-12-01,3040.63,2025-12-13,3040.63
TR-0000047,2026-01-01,3040.63,2026-01-13,3040.63
TR-0000047,2026-02-01,3040.63,2026-02-10,3040.63
TR-0000047,2026-03-01,3040.63,2026-03-13,3040.63
TR-0000047,2026-04-01,3040.63,2026-04-09,3040.63
TR-0000047,2026-05-01,3040.63,2026-05-04,3040.63
TR-0000047,2026-06-01,3040.63,2026-06-06,3040.63
TR-0000047,2026-07-01,3040.63,2026-06-30,3040.63
TR-0000047,2026-08-01,3040.63,2026-08-02,3040.63
TR-0000047,2026-09-01,3040.63,2026-08-31,3040.63
TR-0000047,2026-10-01,3040.63,,
TR-0000048,2024-11-01,4423.41,2024-11-09,4423.41
TR-0000048,2024-12-01,4423.41,2024-12-09,4423.41
TR-0000048,2025-01-01,4423.41,2025-01-13,4423.41
TR-0000048,2025-02-01,4423.41,2025-02-13,4423.41
TR-0000048,2025-03-01,4423.41,2025-03-01,4423.41
TR-0000048,2025-04-01,4423.41,2025-04-07,4423.41
TR-0000048,2025-05-01,4423.41,2025-05-03,4423.41
TR-0000048,2025-06-01,4423.41,2025-05-30,4423.41
TR-0000048,2025-07-01,4423.41,2025-06-29,4423.41
TR-0000048,2025-08-01,4423.41,2025-08-13,4423.41
TR-0000048,2025-09-01,4423.41,2025-09-05,4423.41
TR-0000048,2025-10-01,4423.41,2025-09-28,4423.41
TR-0000048,2025-11-01,4423.41,2025-11-11,4423.41
TR-0000048,2025-12-01,4423.41,2025-12-08,4423.41
TR-0000048,2026-01-01,4423.41,2026-01-01,4423.41
TR-0000048,2026-02-01,4423.41,2026-02-04,4423.41
TR-0000048,2026-03-01,4423.41,2026-02-27,4423.41
TR-0000048,2026-04-01,4423.41,2026-04-01,4423.41
TR-0000048,2026-05-01,4423.41,2026-05-02,4423.41
TR-0000048,2026-06-01,4423.41,2026-05-31,4423.41
TR-0000048,2026-07-01,4423.41,2026-07-01,4423.41
TR-0000048,2026-08-01,4423.41,2026-08-09,4423.41
TR-0000048,2026-09-01,4423.41,2026-09-04,4423.41
TR-0000048,2026-10-01,4423.41,,
TR-0000049,2024-11-01,2831.79,2024-11-02,2831.79
TR-0000049,2024-12-01,2831.79,2024-12-06,2831.79
TR-0000049,2025-01-01,2831.79,2025-01-04,2831.79
TR-0000049,2025-02-01,2831.79,2025-02-06,2831.79
TR-0000049,2025-03-01,2831.79,2025-03-10,2831.79
TR-0000049,2025-04-01,2831.79,2025-04-08,2831.79
TR-0000049,2025-05-01,2831.79,2025-05-05,2831.79
TR-0000049,2025-06-01,2831.79,2025-06-08,2831.79
TR-0000049,2025-07-01,2831.79,2025-07-12,2831.79
TR-0000049,2025-08-01,2831.79,2025-08-05,2831.79
TR-0000049,2025-09-01,2831.79,2025-09-09,2831.79
TR-0000049,2025-10-01,2831.79,2025-10-07,2831.79
TR-0000049,2025-11-01,2831.79,2025-11-10,2831.79
TR-0000049,2025-12-01,2831.79,2025-12-01,2831.79
TR-0000049,2026-01-01,2831.79,2026-01-03,2831.79
TR-0000049,2026-02-01,2831.79,2026-02-10,2831.79
TR-0000049,2026-03-01,2831.79,2026-03-11,2831.79
TR-0000049,2026-04-01,2831.79,2026-04-04,2831.79
TR-0000049,2026-05-01,2831.79,2026-05-10,2831.79
TR-0000049,2026-06-01,2831.79,2026-06-05,2831.79
TR-0000049,2026-07-01,2831.79,2026-07-02,2831.79
TR-0000049,2026-08-01,2831.79,2026-08-10,2831.79
TR-0000049,2026-09-01,2831.79,2026-09-04,2831.79
TR-0000049,2026-10-01,2831.79,,
TR-0000050,2024-11-01,1943.67,2024-11-10,1943.67
TR-0000050,2024-12-01,1943.67,2024-12-01,1943.67
TR-0000050,2025-01-01,1943.67,2025-01-10,1943.67
TR-0000050,2025-02-01,1943.67,2025-02-03,1943.67
TR-0000050,2025-03-01,1943.67,2025-03-12,1943.67
TR-0000050,2025-04-01,1943.67,2025-03-31,1943.67
TR-0000050,2025-05-01,1943.67,2025-05-13,1943.67
TR-0000050,2025-06-01,1943.67,2025-06-06,1943.67
TR-0000050,2025-07-01,1943.67,2025-07-07,1943.67
TR-0000050,2025-08-01,1943.67,2025-08-09,1943.67
TR-0000050,2025-09-01,1943.67,2025-08-29,1943.67
TR-0000050,2025-10-01,1943.67,2025-09-29,1943.67
TR-0000050,2025-11-01,1943.67,2025-11-08,1943.67
TR-0000050,2025-12-01,1943.67,2025-12-04,1943.67
TR-0000050,2026-01-01,1943.67,2026-01-07,1943.67
TR-0000050,2026-02-01,1943.67,2026-02-07,1943.67
TR-0000050,2026-03-01,1943.67,2026-03-01,1943.67
TR-0000050,2026-04-01,1943.67,2026-04-01,1943.67
TR-0000050,2026-05-01,1943.67,2026-05-02,1943.67
TR-0000050,2026-06-01,1943.67,2026-05-29,1943.67
TR-0000050,2026-07-01,1943.67,2026-07-08,1943.67
TR-0000050,2026-08-01,1943.67,2026-08-09,1943.67
TR-0000050,2026-09-01,1943.67,2026-09-04,1943.67
TR-0000050,2026-10-01,1943.67,,
TR-0000051,2024-11-01,4221.97,2024-11-04,4221.97
TR-0000051,2024-12-01,4221.97,2024-12-04,4221.97
TR-0000051,2025-01-01,4221.97,2025-01-03,4221.97
TR-0000051,2025-02-01,4221.97,2025-02-05,4221.97
TR-0000051,2025-03-01,4221.97,2025-03-05,4221.97
TR-0000051,2025-04-01,4221.97,2025-04-01,4221.97
TR-0000051,2025-05-01,4221.97,2025-05-09,4221.97
TR-0000051,2025-06-01,4221.97,2025-06-09,4221.97
TR-0000051,2025-07-01,4221.97,2025-07-12,4221.97
TR-0000051,2025-08-01,4221.97,2025-08-06,4221.97
TR-0000051,2025-09-01,4221.97,2025-09-01,4221.97
TR-0000051,2025-10-01,4221.97,2025-10-06,4221.97
TR-0000051,2025-11-01,4221.97,2025-10-29,4221.97
TR-0000051,2025-12-01,4221.97,2025-12-13,4221.97
TR-0000051,2026-01-01,4221.97,2025-12-29,4221.97
TR-0000051,2026-02-01,4221.97,2026-02-13,4221.97
TR-0000051,2026-03-01,4221.97,2026-03-13,4221.97
TR-0000051,2026-04-01,4221.97,2026-03-31,4221.97
TR-0000051,2026-05-01,4221.97,2026-05-13,4221.97
TR-0000051,2026-06-01,4221.97,2026-05-31,4221.97
TR-0000051,2026-07-01,4221.97,2026-06-28,4221.97
TR-0000051,2026-08-01,4221.97,2026-08-07,4221.97
TR-0000051,2026-09-01,4221.97,2026-09-01,4221.97
TR-0000051,2026-10-01,4221.97,,
TR-0000052,2024-11-01,3959.47,2024-11-11,3959.47
TR-0000052,2024-12-01,3959.47,2024-12-02,3959.47
TR-0000052,2025-01-01,3959.47,2024-12-31,3959.47
TR-0000052,2025-02-01,3959.47,2025-01-30,3959.47
TR-0000052,2025-03-01,3959.47,2025-02-27,3959.47
TR-0000052,2025-04-01,3959.47,2025-03-30,3959.47
TR-0000052,2025-05-01,3959.47,2025-05-11,3959.47
TR-0000052,2025-06-01,3959.47,2025-06-06,3959.47
TR-0000052,2025-07-01,3959.47,2025-07-12,3959.47
TR-0000052,2025-08-01,3959.47,2025-07-31,3959.47
TR-0000052,2025-09-01,3959.47,2025-09-07,3959.47
TR-0000052,2025-10-01,3959.47,2025-10-03,3959.47
TR-0000052,2025-11-01,3959.47,2025-11-11,3959.47
TR-0000052,2025-12-01,3959.47,2025-12-10,3959.47
TR-0000052,2026-01-01,3959.47,2026-01-05,3959.47
TR-0000052,2026-02-01,3959.47,2026-02-11,3959.47
TR-0000052,2026-03-01,3959.47,2026-02-27,3959.47
TR-0000052,2026-04-01,3959.47,2026-03-29,3959.47
TR-0000052,2026-05-01,3959.47,2026-05-08,3959.47
TR-0000052,2026-06-01,3959.47,2026-06-13,3959.47
TR-0000052,2026-07-01,3959.47,2026-07-12,3959.47
TR-0000052,2026-08-01,3959.47,2026-08-03,3959.47
TR-0000052,2026-09-01,3959.47,2026-09-05,3959.47
TR-0000052,2026-10-01,3959.47,,
TR-0000053,2024-11-01,2280.82,2024-11-12,2280.82
TR-0000053,2024-12-01,2280.82,2024-12-05,2280.82
TR-0000053,2025-01-01,2280.82,2025-01-11,2280.82
TR-0000053,2025-02-01,2280.82,2025-02-09,2280.82
TR-0000053,2025-03-01,2280.82,2025-03-03,2280.82
TR-0000053,2025-04-01,2280.82,2025-04-03,2280.82
TR-0000053,2025-05-01,2280.82,2025-04-28,2280.82
TR-0000053,2025-06-01,2280.82,2025-06-06,2280.82
TR-0000053,2025-07-01,2280.82,2025-07-09,2280.82
TR-0000053,2025-08-01,2280.82,2025-07-30,2280.82
TR-0000053,2025-09-01,2280.82,2025-09-03,2280.82
TR-0000053,2025-10-01,2280.82,2025-10-10,2280.82
TR-0000053,2025-11-01,2280.82,2025-11-11,2280.82
TR-0000053,2025-12-01,2280.82,2025-12-08,2280.82
TR-0000053,2026-01-01,2280.82,2026-01-07,2280.82
TR-0000053,2026-02-01,2280.82,2026-02-12,2280.82
TR-0000053,2026-03-01,2280.82,2026-03-10,2280.82
TR-0000053,2026-04-01,2280.82,2026-04-13,2280.82
TR-0000053,2026-05-01,2280.82,2026-05-08,2280.82
TR-0000053,2026-06-01,2280.82,2026-05-29,2280.82
TR-0000053,2026-07-01,2280.82,2026-06-29,2280.82
TR-0000053,2026-08-01,2280.82,2026-08-07,2280.82
TR-0000053,2026-09-01,2280.82,,
TR-0000053,2026-10-01,2280.82,,
TR-0000054,2024-11-01,1371.31,2024-11-11,1371.31
TR-0000054,2024-12-01,1371.31,2024-12-03,1371.31
TR-0000054,2025-01-01,1371.31,2024-12-31,1371.31
TR-0000054,2025-02-01,1371.31,2025-02-03,1371.31
TR-0000054,2025-03-01,1371.31,2025-02-28,1371.31
TR-0000054,2025-04-01,1371.31,2025-04-06,1371.31
TR-0000054,2025-05-01,1371.31,2025-05-03,1371.31
TR-0000054,2025-06-01,1371.31,2025-06-05,1371.31
TR-0000054,2025-07-01,1371.31,2025-07-10,1371.31
TR-0000054,2025-08-01,1371.31,2025-07-31,1371.31
TR-0000054,2025-09-01,1371.31,2025-09-01,1371.31
TR-0000054,2025-10-01,1371.31,2025-09-28,1371.31
TR-0000054,2025-11-01,1371.31,2025-11-13,1371.31
TR-0000054,2025-12-01,1371.31,2025-12-04,1371.31
TR-0000054,2026-01-01,1371.31,2026-01-13,1371.31
TR-0000054,2026-02-01,1371.31,2026-01-30,1371.31
TR-0000054,2026-03-01,1371.31,2026-03-08,1371.31
TR-0000054,2026-04-01,1371.31,2026-04-09,1371.31
TR-0000054,2026-05-01,1371.31,2026-05-01,1371.31
TR-0000054,2026-06-01,1371.31,2026-06-13,1371.31
TR-0000054,2026-07-01,1371.31,2026-06-29,1371.31
TR-0000054,2026-08-01,1371.31,2026-08-01,1371.31
TR-0000054,2026-09-01,1371.31,2026-09-02,1371.31
TR-0000054,2026-10-01,1371.31,,
TR-0000055,2024-11-01,5626.03,2024-11-12,5626.03
TR-0000055,2024-12-01,5626.03,2024-12-04,5626.03
TR-0000055,2025-01-01,5626.03,2025-01-06,5626.03
TR-0000055,2025-02-01,5626.03,2025-02-02,5626.03
TR-0000055,2025-03-01,5626.03,2025-03-02,5626.03
TR-0000055,2025-04-01,5626.03,2025-04-13,5626.03
TR-0000055,2025-05-01,5626.03,2025-05-03,5626.03
TR-0000055,2025-06-01,5626.03,2025-05-31,5626.03
TR-0000055,2025-07-01,5626.03,2025-06-29,5626.03
TR-0000055,2025-08-01,5626.03,2025-07-29,5626.03
TR-0000055,2025-09-01,5626.03,2025-08-30,5626.03
TR-0000055,2025-10-01,5626.03,2025-10-13,5626.03
TR-0000055,2025-11-01,5626.03,2025-11-08,5626.03
TR-0000055,2025-12-01,5626.03,2025-12-10,5626.03
TR-0000055,2026-01-01,5626.03,2026-01-07,5626.03
TR-0000055,2026-02-01,5626.03,2026-02-12,5626.03
TR-0000055,2026-03-01,5626.03,2026-03-01,5626.03
TR-0000055,2026-04-01,5626.03,2026-04-11,5626.03
TR-0000055,2026-05-01,5626.03,2026-05-01,5626.03
TR-0000055,2026-06-01,5626.03,2026-05-29,5626.03
TR-0000055,2026-07-01,5626.03,2026-07-13,5626.03
TR-0000055,2026-08-01,5626.03,2026-07-30,5626.03
TR-0000055,2026-09-01,5626.03,2026-09-05,5626.03
TR-0000055,2026-10-01,5626.03,,
TR-0000056,2024-11-01,2082.62,2024-11-08,2082.62
TR-0000056,2024-12-01,2082.62,2024-12-08,2082.62
TR-0000056,2025-01-01,2082.62,2025-01-10,2082.62
TR-0000056,2025-02-01,2082.62,2025-02-05,2082.62
TR-0000056,2025-03-01,2082.62,2025-03-02,2082.62
TR-0000056,2025-04-01,2082.62,2025-04-11,2082.62
TR-0000056,2025-05-01,2082.62,2025-05-06,2082.62
TR-0000056,2025-06-01,2082.62,2025-06-12,2082.62
TR-0000056,2025-07-01,2082.62,2025-06-28,2082.62
TR-0000056,2025-08-01,2082.62,2025-08-09,2082.62
TR-0000056,2025-09-01,2082.62,2025-09-07,2082.62
TR-0000056,2025-10-01,2082.62,2025-09-28,2082.62
TR-0000056,2025-11-01,2082.62,2025-11-11,2082.62
TR-0000056,2025-12-01,2082.62,2025-12-13,2082.62
TR-0000056,2026-01-01,2082.62,2026-01-09,2082.62
TR-0000056,2026-02-01,2082.62,2026-02-05,2082.62
TR-0000056,2026-03-01,2082.62,2026-02-26,2082.62
TR-0000056,2026-04-01,2082.62,2026-04-05,2082.62
TR-0000056,2026-05-01,2082.62,2026-04-29,2082.62
TR-0000056,2026-06-01,2082.62,2026-05-31,2082.62
TR-0000056,2026-07-01,2082.62,2026-07-03,2082.62
TR-0000056,2026-08-01,2082.62,2026-08-01,2082.62
TR-0000056,2026-09-01,2082.62,2026-09-09,2082.62
TR-0000056,2026-10-01,2082.62,,
TR-0000057,2024-11-01,6048.01,2024-10-31,6048.01
TR-0000057,2024-12-01,6048.01,2024-12-07,6048.01
TR-0000057,2025-01-01,6048.01,2024-12-29,6048.01
TR-0000057,2025-02-01,6048.01,2025-02-06,6048.01
TR-0000057,2025-03-01,6048.01,2025-03-01,6048.01
TR-0000057,2025-04-01,6048.01,2025-04-04,6048.01
TR-0000057,2025-05-01,6048.01,2025-05-01,6048.01
TR-0000057,2025-06-01,6048.01,2025-06-04,6048.01
TR-0000057,2025-07-01,6048.01,2025-07-02,6048.01
TR-0000057,2025-08-01,6048.01,2025-07-30,6048.01
TR-0000057,2025-09-01,6048.01,2025-09-13,6048.01
TR-0000057,2025-10-01,6048.01,2025-10-01,6048.01
TR-0000057,2025-11-01,6048.01,2025-11-07,6048.01
TR-0000057,2025-12-01,6048.01,2025-12-01,6048.01
TR-0000057,2026-01-01,6048.01,2025-12-29,6048.01
TR-0000057,2026-02-01,6048.01,2026-02-07,6048.01
TR-0000057,2026-03-01,6048.01,2026-03-10,6048.01
TR-0000057,2026-04-01,6048.01,2026-04-02,6048.01
TR-0000057,2026-05-01,6048.01,2026-05-02,6048.01
TR-0000057,2026-06-01,6048.01,2026-06-05,6048.01
TR-0000057,2026-07-01,6048.01,2026-07-06,6048.01
TR-0000057,2026-08-01,6048.01,2026-07-30,6048.01
TR-0000057,2026-09-01,6048.01,2026-09-05,6048.01
TR-0000057,2026-10-01,6048.01,,
TR-0000058,2024-11-01,2447.44,2024-11-03,2447.44
TR-0000058,2024-12-01,2447.44,2024-12-12,2447.44
TR-0000058,2025-01-01,2447.44,2025-01-10,2447.44
